,video_id,comment,polarity,sentiment
46,ZQUtT3pnw5Q,"""When a foreigner resides with you in your land, you must not oppress him. You must treat the foreigner living among you as native-born and love him as yourself, for you were foreigners in the land of Egypt. I am the LORD your God."" Leviticus 19:34",0.5,positive
47,ZQUtT3pnw5Q,"Some reading for people interested in knowing more about the issue:

Enemies and Neighbours: Arabs and Jews in Palestine and Israel, 1917-2017 by Ian Black;
Anonymous Soldiers: The Struggle for Israel, 1917-1947 by Bruce Hoffman;
1948: A History of the First Arab–Israeli War by Benny Morris.",0.20833333333333334,positive
48,ZQUtT3pnw5Q,Good conclusive video,0.7,positive
49,6foH3Zc82ZQ,it's unbelievable that nobody mentions or blames the British for setting up the region for failure.,-0.18888888888888888,negative
50,6foH3Zc82ZQ,I'm blown away by the Jewish solder laughing when he was asked how many Palestinians he had killed. No loss of life should ever be met by laughter.  This has truly troubled me,-0.05,negative
51,6foH3Zc82ZQ,"As I say, you don't have to be a Muslim to feel the pain, you just have to be a human",0.0,neutral
52,6foH3Zc82ZQ,never let a british guy near a map and ask him to draw borders,0.05,positive
53,6foH3Zc82ZQ,"Watching a documentary that presents the formation of modern Israel in such a grim light is personally jarring for me. I had long held the view of Israel as a sanctuary for a people who had suffered immeasurable atrocities. To suddenly be confronted with the idea that its foundation is marred by acts of violence, terrorism, and potentially even genocide against Palestinians shakes the core of what I thought I knew. It's like experiencing a form of betrayal, where a narrative I held to be virtuous is revealed to have dark undertones. It's not just an intellectual exercise in reassessing history; it's a gut punch that makes me question the stories we're told and the stories we choose to believe. It's a painful reckoning with complexity in a world that's easier to navigate in black and white.",-0.08333333333333334,negative
54,6foH3Zc82ZQ,"What blows my mind is that after experiencing all the atrocities and persecution in Europe, Jewish people went and did pretty much the same thing to Palestinians.",0.1125,positive
55,6foH3Zc82ZQ,A lot of people are not informed about this history especially the younger generation. Knowledge is of great importance.,0.26666666666666666,positive
56,6foH3Zc82ZQ,"This sounds similar to how British split India, Pakistan, and Bangladesh. Once they understood they couldn't trouble anymore actively,  they left a passive trouble as a separation gift. The entire Indian Subcontinent is still enjoying that gift!",0.01145833333333332,positive
57,6foH3Zc82ZQ,"I think the more you try to isolate yourself as ‘the chosen people’ based on your religious believes, the more you will always want to fight to stay separated from other nations. As long as that’s the belief, the war will never end. No one is too special or more equal than another, we are all mere human beings just passing by, just live in harmony with others.",0.11986422668240851,positive
58,6foH3Zc82ZQ,Most of the misery in the world is created by the UK and US,0.5,positive
59,RW105kjNtho,"""If you aren’t careful, the newspapers will have you hating the people who are being oppressed and loving the people who are doing the oppressing.”
― Malcom X",0.25,positive
60,RW105kjNtho,"The world would bend toward justice if discussion and criticism of Israel didn't automatically get deemed ""antisemitic."" It's entirely possible to question Israel and not hate Jewish people.",0.13333333333333333,positive
61,RW105kjNtho,This series came out a long long time ago. What’s really sad is that people are just now watching this. It’s not perfect but it definitely a start,-0.22000000000000003,negative
62,RW105kjNtho,"This is also why Africa is and been in the state it's in, because of the English, French and Belgium.",0.0,neutral
63,RW105kjNtho,Dang Timeline quick wit it,0.3333333333333333,positive
64,RW105kjNtho,Thank you for having this treasure trove of interviews and perspectives to release at such a confusing and disheartening point in our time.,-0.15,negative
65,RW105kjNtho,I am ashamed that I served in the Middle East and had no idea of the full history of rationale of it all. Thank you for the insight on what caused the tension.,0.175,positive
66,RW105kjNtho,"The part about the Arab communities having a strong case but no good advocates, and the Jews having a weaker case but excellent advocates is a perfect summary of how this panned out.",0.5208333333333333,positive
67,hdYZtRQ_eeo,"You're doing a public service with these deep dives - well-researched, with strenuous efforts to represent fraught issues in ways the participants might recognize, and just enough humor (but no more) to make the medicine go down. Thank you.",-0.0811111111111111,negative
68,hdYZtRQ_eeo,"I have done tremendous amounts of research on this subject, and I found your content to be incredibly accurate and unbiased. That is not an easy feat! I have recommended this to my friends who, like myself, are neither Jewish nor Muslim. Knowledge is POWER. Thank you for your hard work! Keep it up. ☮️",0.12395833333333334,positive
69,hdYZtRQ_eeo,As an educator Simon is invaluable! Hopefully this will help keep the messages of critical thinking and science  based decision making loud and clear.,0.06666666666666667,positive
70,hdYZtRQ_eeo,"I always enjoy Simon's videos across a number of his channels, but this video elevates the quality to a whole new level.",0.24545454545454548,positive
71,hdYZtRQ_eeo,"2:55 - Chapter 1 - Ottomans & zionists
27:45 - Chapter 2 - During the war; after the war
36:20 - Chapter 3 - Civil war
43:35 - Chapter 4 - Suez & 6 day
54:35 - Chapter 5 - Interlude & consolidation
1:02:55 - Chapter 6 - The yom kippur war
1:07:25 - Chapter 7 - Normalization & palestinian isolation
1:13:20 - Chapter 8 - Intifada 
1:18:50 - Chapter 9 - The rise of hamas
1:27:00 - Chapter 10 - Intifada ; redux
1:34:45 - Chapter 11 - Elections & internal warfare
1:42:20 - Chapter 12 - 2 state solution ; 2 palestine situation  
1:47:55 - Chapter 13 - Recent developments",0.0,neutral
72,hdYZtRQ_eeo,"Don't ever feel guilty about asking your community for support, you provide knowledge and perspective that cant be valued. Appreciate you.",-0.5,negative
73,fGH94HoSJ2s,This is by far the best coverage of the conflict I have seen so far. Excellent!,0.55,positive
74,fGH94HoSJ2s,Amazing! I'm looking forward to the second part!,0.37500000000000006,positive
75,fGH94HoSJ2s,PART 2 please.  amazing clarity,0.6000000000000001,positive
76,fGH94HoSJ2s,I love your videos. You have helped me learn about history way faster than ever,0.5,positive
77,fGH94HoSJ2s,"Well at the current situation it can be an explosive topic, but very informative to form one's own opinion..",0.26666666666666666,positive
78,fGH94HoSJ2s,A clear informational video that shows the history of the region. Looking forward to part two.,0.10000000000000002,positive
79,fGH94HoSJ2s,"Wonderful video, as always. Thank you. Note: the bottom part of Africa is not the Horn of Africa.",1.0,positive
80,fGH94HoSJ2s,Is there an IWM video about TE Lawrence? I’d be interested in that.,0.25,positive
81,fGH94HoSJ2s,Thanks for creating vids relating to modern day events. Truly educational and entertaining!,0.31875,positive
82,kI_spMxp6t8,As a uk citizen I agree with you. We have done so much damage over the decades.,0.2,positive
83,kI_spMxp6t8,"Think of a scenario: someone came into your house as a guest and you let them stay. But within a few days he said that he's also the owner of the house, and after a few more days he kicked you out of YOUR OWN HOUSE.

The same thing happened with the people of Palestine, they were the house owner and now Israel forcefully trying to kick them out of their own lands.",0.21666666666666665,positive
84,kI_spMxp6t8,"I don't know... the whole ""We're God's chosen people"" thing doesn't sound that much different than Hitler declaring the Germans to be the master race to me.",0.20000000000000004,positive
85,kI_spMxp6t8,What right did America and Britain have to sign off another man's land to another people? This is the root cause of the conflict in the Middle East.,0.14285714285714285,positive
86,kI_spMxp6t8,I want to see more information on this topic but it does seem to be a major issue. I must admit that I agree with the people of Palestine. Israel seems to be more evil in their actions to steal the land of Palestine. I think this situation should have been treated differently and all of this violence will not happen.,0.0125,positive
87,kI_spMxp6t8,"Similarly in India, British left in a rush and left India and Pakistan fighting against each other.",-0.025,negative
88,kI_spMxp6t8,"Compared to western reworks on this topic, this video is qualitative and truthful. Thank you, you are doing indispensable work against hypocritical reporting.",0.3,positive
89,ZXfuqUhzESg,Britain as well as many European nations on history have started many conflicts around the world that people are still suffering from in those respective countries.,0.25,positive
90,ZXfuqUhzESg,I wish this could be part of school teaching so our children will learn.,0.0,neutral
91,ZXfuqUhzESg,"It is very good to see a piece which gives such a clear history of the deals, both secret and open, which have led to the conflict which continues.  It is important for everybody to understand how this has come about.",0.16833333333333333,positive
92,ZXfuqUhzESg,"I appreciate the work that went into making this documentary. Whoever you are, thank you.",0.0,neutral
93,ZXfuqUhzESg,"It's funny how we get the rawness of history through the windows of documentaries and such a like, but never taught in the educational system.",0.16666666666666666,positive
94,ZXfuqUhzESg,"By far this is the very best documentary on The Israeli-Palestinian Conflict that I have ever seen!
Beautifully created and laid out!",0.525,positive
95,zE8GCX1w3ys,I’ve been trying to figure this conflict out. The problem is every video has a different narrative.,0.0,neutral
96,zE8GCX1w3ys,You left out the part where 2/3 of the area was given to create Jordan.,0.0,neutral
97,zE8GCX1w3ys,"Historical fact; The Romans changed the name of Judea to Syria Palaestinia in 135 AD after the Bar Kokhva Revolt, which is sometimes called the Third Jewish-Roman War. At the same time, the Romans expelled most Jews from the province. The purpose was to destroy the cultural identity of the province, and spread the Jews throughout the empire in order to prevent another revolt.",0.06666666666666667,positive
98,zE8GCX1w3ys,The way he emphasizes the 27% when speaking about the Jewish population rising really says it all.,0.1,positive
99,zE8GCX1w3ys,What about the 3000 years before the first world war? And you failed to mention the Balfour agreement.,-0.125,negative
100,zE8GCX1w3ys,Lol “Let’s go back to the beginning 1916” 😂😂 oh yea that’s totally the beginning,0.26666666666666666,positive
101,zE8GCX1w3ys,"Up until 4:00 , his complaint would be with the British and the UN.
Immediately after that, there is no mention of Arab nations attacking Israel.
So are all of the other historical sources wrong, or is he merely choosing to omit any facts that might support Israel?",-0.23750000000000002,negative
102,zE8GCX1w3ys,Bro graduated from Wendy's kitchen 💀,0.0,neutral
103,F1H1SA0F_wY,"I will never forget what my highschool history teacher said, ""history is written by the winners..."" therefore its onesided. I stand with humanity and the right to survive. I stand with the innocents and civilians on both sides; the people who want peace. Corrupt governments and extremist groups are damaging in so many ways. Neither side will stop until everyone is dead in a wasteland. This is devastating.",-0.18285714285714288,negative
104,F1H1SA0F_wY,"For someone who had no idea or context on what has been happening, I'm grateful for this video. Thanks",0.2,positive
105,F1H1SA0F_wY,"Imagine going to sleep and waking up in the middle of a violent war with no end in sight, oh my gosh😢",-0.4,negative
106,F1H1SA0F_wY,"It's quite shocking and shameful that they say the world is full of educators, entrepreneurs, humanitarians, leaders, explorers, innovators, visionaries, politicians, political scientists, professors, philanthropists, scholars, rich people, rich countries, and religious leaders, yet no one has been able to provide a permanent solution to this problem.",0.08571428571428572,positive
107,F1H1SA0F_wY,This is probably the most informative explanation of current situation than any other news media. Thank you!,0.11458333333333333,positive
108,F1H1SA0F_wY,"One thing I never see explained in these videos, and perhaps the most significant part of why this conflict has persisted (and probably will for generations), is the religious side to this conflict which crucial to understand: that Jews and Muslims of Palestine both believe the area we know as Jerusalem was given to them by the God/Allah as their ""promised land / Zion"".  For muslims, it is the place where Muhammad ascended to heaven. Back in the 19th century when politics and religion were very intertwined, leaders made political decisions from religious standpoints, leading to this conflict in the first place. Understanding the religious emotions of the conflict is step one.",0.1325,positive
109,6MVz5MBNqsw,"Thank you for always being willing to tackle history. The TimeGhost team is a huge inspiration to me, and I hope that you never let the flack and anger of others turn you away from a topic.",-0.016666666666666607,negative
110,6MVz5MBNqsw,Best of luck moderating the comments,1.0,positive
111,6MVz5MBNqsw,Timeghost took a few years break before returning with an absolute banger of a video,0.0,neutral
112,6MVz5MBNqsw,Brilliant job on this. History rather than opinion.   It makes me even prouder to be a member of the time ghost army.,0.9,positive
113,6MVz5MBNqsw,"This was a fantastic replay of history. My favorite part is Sparty's butchering of the word ""ha'atzmauet"" at 1:04:30 which was hilarious. It's a tough word for a non hebrew speaker, don't feel bad, i got a good chuckle!",0.1976851851851852,positive
114,6MVz5MBNqsw,Thank you for taking the courageous decision to do this episode,0.0,neutral
115,sR0DsXH0bT4,Should I make a video on who should India support?,0.0,neutral
116,sR0DsXH0bT4,I feel sad for the children from both the sides. What have they did to go through this? No child should see war.,-0.5,negative
117,sR0DsXH0bT4,I cannot even imagine how the common people are facing the problems. They all are innocent. This is just heartbreaking,0.1,positive
118,sR0DsXH0bT4,This is clearer than any history class I’ve ever taken. Thank you for this!,0.0,neutral
119,sR0DsXH0bT4,I love how she isn't fearing anyone and is voicing her opinions freely.❤,0.5,positive
120,sR0DsXH0bT4,Imagine being born into a war and growing up in it and then dying in it. Without having a choice. Just imagine that.,0.0,neutral
121,sR0DsXH0bT4,"Simple & clear narration. Especially, the analogy comparing India & Pakistan, was even better. Thanks Keerthi.",0.16,positive
122,sR0DsXH0bT4,Who's right and who's wrong always seems to change depending on when you start measuring time.,-0.10714285714285715,negative
123,sR0DsXH0bT4,"WOW, amazing video! This conflict has really been bothering me lately as I am majoring in Social Sciences and it's something that comes up relatively often. Politics is a massive element of the course. There has been so much misinformation regarding this conflict it's been so hard to understand what is right and what is wrong. Finally, after months of researching, your video allowed me to finish my report. Before watching your video my report was sitting at 5000 words but thanks to your video, I was able to write 3000 more words! Writing this report has been the best experience I've had at university so far and I just wanted to thank you for helping me achieve this.",0.17072829131652661,positive
124,OdENyo4HvX4,"That Churchill quote is one of the most deliberate, blatant admissions of racist conviction I've heard from a world leader within this century.",0.0,neutral
125,OdENyo4HvX4,"You could argue that Churchill was a product of his time, but at his core he was a ghastly, ignorant, evil, and extremely racist individual.",-0.375,negative
126,OdENyo4HvX4,"The more and more I learn about Winston Churchill, the more evil he is. When you’re younger all anyone says is how great he was in Ww2 and never elaborates. I wonder why",0.21666666666666667,positive
127,OdENyo4HvX4,What I appreciate about this video is a feeling like you're encouraging people to investigate for themselves but planting sign-posts along the way like a good guide.  It's like teaching people how to study history and you're guiding them to do that for themselves well.,0.7,positive
128,OdENyo4HvX4,That Churchill quote is bone-chilling.,0.0,neutral
129,OdENyo4HvX4,23:08 - Churchill sounding a lot like Adolph with this one.,0.0,neutral
130,OdENyo4HvX4,"Trying to offer a truly nuanced approach to this conflict is like trying to thread the eye of a needle by moonlight.  Well done, Then & Now. Thank you for the work that you do.",0.0,neutral
131,OdENyo4HvX4,I have never heard about that quote from Churchill before...Thank you for letting me know that he said this. I will remember it for the rest of my life.,0.0,neutral
132,4r1EmEni2Rw,Exploring the history of the Israeli-Palestinian conflict.,0.0,neutral
133,4r1EmEni2Rw,"3:24

They didn't exactly migrate, many of them were kicked out or fled from fear of increasing persecutation",0.375,positive
134,4r1EmEni2Rw,That video explained everything to me to get a better perspective on this conflict.,0.5,positive
135,4r1EmEni2Rw,"People get so angry in the comments. Guess what, the problem ain't gonna be solved on youtube",-0.5,negative
136,4r1EmEni2Rw,You do know that arabs are not all muslim right? We are Christians too,0.2857142857142857,positive
137,4r1EmEni2Rw,"It's has explained the issue in a really crystal clear form what I was looking for.
Thank you so much.",0.16666666666666666,positive
138,4r1EmEni2Rw,Great video. The solution is one secular state giving equal rights to all.,0.4,positive
139,4r1EmEni2Rw,This is like explaining the Balkans. Ten minutes is ten centuries too short.,0.0,neutral
140,Azs7As3MYFU,"If there's any place on Earth where the phrase, ""and the plot thickens"", is appropriate, it's the Israeli -Palestinian border.",0.5,positive
141,Azs7As3MYFU,"Everyone tiptoes around this conflict. For years and years I had no idea about the specifics. I just knew it was a sensitive subject. Most people just say, ""It's complex."" That was usually enough to discourage me from placing any effort into learning about it. Thank you for a clear and concise summary.",0.04761904761904762,positive
142,Azs7As3MYFU,Your point about historical tribal conflicts over territory reminds me of a conversation I once had with a colleague (of Mexican descent) about the Arab-Israeli conflict. I remarked that nobody calls the American Southwest “the occupied territories.”  He promptly replied: “I do!” 😂,0.0,neutral
143,Azs7As3MYFU,Did not expect you to get SO MUCH solid information into 5:20.   Well done.,0.0,neutral
144,Azs7As3MYFU,Thank you for this. This is the first time in my 40 years that i've actually understood the situation. It's definitely a messy one.,0.016666666666666663,positive
145,Azs7As3MYFU,"It really amazes me, when someone digs into conflicts across the globe, usually history starts with: ""so, the british came..""",-0.016666666666666663,negative
146,Azs7As3MYFU,"Always, the best, level-headed and measured explanation. Thank you, Ryan!",1.0,positive
147,Azs7As3MYFU,"Thank you SO MUCH for this. Everyone I try to ask about this just says ""It's complicated"" without ever explaining why, and you did it in 5 minutes easy.",0.04444444444444445,positive
148,MknerYjob0w,It’s sad that a lot of people are only finding out about this now (including myself). It shows how the sufferings of Palestinians are being buried.,-0.25,negative
149,MknerYjob0w,"The world ended apartheid in South Africa through a massive boycott, but if you call for the boycott of Israel, you’re denounced as antisemitic, it’s absurd",-0.25,negative
150,MknerYjob0w,"I had no idea this was going on.  As a South African that lived through apartheid, this is unacceptable.  How is Israel allowed to get away with this?",0.0,neutral
151,MknerYjob0w,"20 years ago I spent 3 miserable months in the Westbank during the 2nd Intifada. Took only 3 minutes for me to understand Israel is an apartheid state. 
Only the stubbornly ignorant or pretending to be claim otherwise.",-0.22000000000000003,negative
152,MknerYjob0w,As a black American I had no idea the Palestinians were being subject to these mistreatment. This is just wrong on so many levels,-0.06666666666666665,negative
153,MknerYjob0w,As a South African this sounds exactly like Apartheid,0.125,positive
154,i5UkjhqY4io,The number of people actually being civil in the comments should be your sign that you did an absolutely fantastic job.,0.2,positive
155,i5UkjhqY4io,Very balanced and informative video. Well done.,0.2,positive
156,i5UkjhqY4io,"I'm so glad this comment section is full of people with the ability to communicate in function ways like actual adults should, regardless of your standing on the conflict, this video is INCREDIBLY well made and grounded in fact (like always) and im so glad it is civil down here",0.3490740740740741,positive
157,i5UkjhqY4io,"Great video. Mistake though at 2:30, the mandate for Palestine included Jordan as well... Only later were they spilt off as a separate entity and independent.",0.2,positive
